"EntrezGeneID","Variance"
"18601",11.1729303522978
"108927",11.17184945631
"628900",11.1714378832005
"19242",11.1641097697042
"16425",11.145499041262
"56213",11.1012060088286
"100043899",11.0732612390322
"93689",11.068503829992
"546546",11.0523542552338
"74480",11.0510229646855
"11830",11.044453292001
"109624",11.0383783780135
"12173",11.0351163942842
"100604",11.02155983138
"17967",11.0043655695006
"320916",10.989711906388
"18772",10.9792067533498
"23967",10.9752691299255
"13656",10.962790554386
"11568",10.9315617663319
"217169",10.9039813080807
"330267",10.8922355570084
"71685",10.8874762130325
"12826",10.8637688116541
"13003",10.8562848425453
"12505",10.8430850456443
"320873",10.8206535756876
"214968",10.7994403508935
"22062",10.7903266146979
"226866",10.7736379782375
"230099",10.7732585643618
"66141",10.756898096261
"66725",10.7255434103896
"12994",10.7152007785266
"16687",10.7063151507336
"72930",10.6884125740986
"21943",10.6596916198907
"15439",10.6315943748491
"100034251",10.6244291704775
"14585",10.5949337008058
"67252",10.5940512376094
"80892",10.5849996060875
"243961",10.5493530733206
"622127",10.5355778156989
"71738",10.5275884060083
"13527",10.5270905614866
"109676",10.5123409624533
"69538",10.5007915992996
"114304",10.4783366637251
"228543",10.4726362523349
"225187",10.4497794812795
"14623",10.4468167833341
"16858",10.4117205125271
"13507",10.4039804705893
"259300",10.3971617917112
"381290",10.3588339819169
"26874",10.358078738405
"53311",10.3348935007646
"231470",10.3097201248881
"71345",10.2922341285085
"109731",10.2798550876212
"11504",10.2796825275483
"12613",10.268274965924
"56461",10.2551774877335
"29856",10.2495019889314
"20209",10.2447732879836
"11936",10.2414623876379
"94109",10.2403158092705
"20927",10.2283183640584
"319530",10.1829526804547
"12554",10.1779989994189
"12231",10.1407388210417
"69540",10.1303743675203
"11982",10.1297144327331
"12945",10.1192627737567
"54420",10.1181699577089
"246228",10.1015754325195
"224065",10.097205937439
"69638",10.0964522913046
"319909",10.0879394889128
"236899",10.0836385244594
"240638",10.0708319756423
"101202",10.0571313279983
"16768",10.0459866944704
"19414",10.0351213214072
"72607",10.0281513478967
"381983",10.0134851503612
"108151",10.0116330292666
"243743",9.99355570648475
"26559",9.99158998573199
"216021",9.9837198111211
"12162",9.98130706690774
"26366",9.97433933884628
"11647",9.97411949724349
"207181",9.97134940410395
"14038",9.96251831305793
"73173",9.95011801865988
"16590",9.94969291021103
"26564",9.93462197624348
"71753",9.91023990235933
"56277",9.90728476029574
"17068",9.90169344708166
"69324",9.90125752121818
"16997",9.89642480496266
"12298",9.89491154424393
"93843",9.89003585909871
"50795",9.87416857773509
"57435",9.85490141008396
"74519",9.84726258503975
"78508",9.83770649487244
"21385",9.82752652432639
"19663",9.78472492839507
"18985",9.7829784895746
"373864",9.75958682749491
"16956",9.73112830068358
"14633",9.72796429232614
"12389",9.70298312576502
"72401",9.69228729368166
"110075",9.69005384667204
"93761",9.68848105896557
"11816",9.67599741738764
"64177",9.6746757868402
"12832",9.6728843271532
"105859",9.66035020994166
"121021",9.65300141432712
"76459",9.63556910750959
"11549",9.62107662195745
"59056",9.60860814992583
"16852",9.59204207580483
"18483",9.54825224319143
"330319",9.53090429317513
"320489",9.50300208402136
"109594",9.49391518862889
"239606",9.47479645642888
"625638",9.4629526015241
"20537",9.46228869500382
"80888",9.46171644037573
"14619",9.45310564729029
"218121",9.41303753098581
"52250",9.3977024284411
"53624",9.39296704405213
"18260",9.38176036162481
"13497",9.3608573215677
"208076",9.35876980525586
"19283",9.35745131187334
"20531",9.33130998631829
"231503",9.31017974064609
"278507",9.30334276840947
"100040792",9.25850293228207
"100040543",9.25464959225522
"19092",9.25456432571295
"77125",9.25153326370554
"100616095",9.23512184696136
"83691",9.22153087968701
"99571",9.2213389380351
"21961",9.21782281628948
"246190",9.21599704735836
"13711",9.21415102159002
"20306",9.21235508077837
"241197",9.19483463759324
"19285",9.19457528811909
"21414",9.18026444874278
"242505",9.16537339807054
"100861633",9.16075783897431
"23959",9.15059199066687
"22352",9.14929831030511
"211577",9.1450519483142
"26365",9.13906452468421
"17762",9.13539272024535
"71690",9.13525385068512
"17754",9.13522837435913
"209195",9.1309206236087
"20201",9.1300015278957
"211961",9.1128402773206
"14778",9.10939100514497
"17002",9.10025289929232
"378435",9.06684233534761
"80883",9.0582855572004
"406223",9.0336360360451
"624759",9.0237261922698
"50722",9.02197148586159
